Entity,Code,Year,crude_death_rate_per_100k_male
Venezuela,VEN,1955,4.05
Venezuela,VEN,1956,4.38
Venezuela,VEN,1957,3.8
Venezuela,VEN,1958,4.44
Venezuela,VEN,1959,4.42
Venezuela,VEN,1960,3.9
Venezuela,VEN,1961,4.6
Venezuela,VEN,1962,5.29
Venezuela,VEN,1963,4.91
Venezuela,VEN,1964,5.89
Venezuela,VEN,1965,6.13
Venezuela,VEN,1966,6.13
Venezuela,VEN,1967,5.58
Venezuela,VEN,1968,5.94
Venezuela,VEN,1969,5.76
Venezuela,VEN,1970,6.72
Venezuela,VEN,1971,7
Venezuela,VEN,1972,7.34
Venezuela,VEN,1973,6.21
Venezuela,VEN,1974,7.33
Venezuela,VEN,1975,7.72
Venezuela,VEN,1976,7.36
Venezuela,VEN,1977,8.33
Venezuela,VEN,1978,7.42
Venezuela,VEN,1979,7.35
Venezuela,VEN,1980,7.08
Venezuela,VEN,1981,7.52
Venezuela,VEN,1982,7.56
Venezuela,VEN,1983,8.33
Venezuela,VEN,1985,7.72
Venezuela,VEN,1986,7.58
Venezuela,VEN,1987,8.6
Venezuela,VEN,1988,8.96
Venezuela,VEN,1989,8.39
Venezuela,VEN,1990,10.09
Venezuela,VEN,1992,10.38
Venezuela,VEN,1993,10.08
Venezuela,VEN,1994,10.91
Venezuela,VEN,1996,10.18
Venezuela,VEN,1997,11.16
Venezuela,VEN,1998,10.73
Venezuela,VEN,1999,11.21
Venezuela,VEN,2000,10.79
Venezuela,VEN,2001,11.37
Venezuela,VEN,2002,11.44
Venezuela,VEN,2003,12.13
Venezuela,VEN,2004,12.51
Venezuela,VEN,2005,12.44
Venezuela,VEN,2006,13.04
Venezuela,VEN,2007,13.26
Venezuela,VEN,2008,13.1
Venezuela,VEN,2009,13.7
Venezuela,VEN,2010,14.38
Venezuela,VEN,2011,13.86
Venezuela,VEN,2012,13.93
Venezuela,VEN,2013,13.47
Venezuela,VEN,2014,14.38
Venezuela,VEN,2015,13.62
Venezuela,VEN,2016,13.79
